Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03 00:00:00-05:00,38.94049835205078,39.48149871826172,38.790000915527344,39.30699920654297,39.30699920654297,33146000
2017-01-04 00:00:00-05:00,39.417999267578125,39.56700134277344,39.15800094604492,39.345001220703125,39.345001220703125,21460000
2017-01-05 00:00:00-05:00,39.30400085449219,39.7239990234375,39.250999450683594,39.70100021362305,39.70100021362305,26704000
2017-01-06 00:00:00-05:00,39.76300048828125,40.39500045776367,39.610198974609375,40.307498931884766,40.307498931884766,32804000
2017-01-09 00:00:00-05:00,40.31999969482422,40.49829864501953,40.14149856567383,40.33250045776367,40.33250045776367,25492000
2017-01-10 00:00:00-05:00,40.393001556396484,40.45650100708008,40.175498962402344,40.239498138427734,40.239498138427734,23536000
2017-01-11 00:00:00-05:00,40.25,40.407501220703125,40.06850051879883,40.39550018310547,40.39550018310547,21318000
2017-01-12 00:00:00-05:00,40.356998443603516,40.36949920654297,39.958499908447266,40.31800079345703,40.31800079345703,27062000
2017-01-13 00:00:00-05:00,40.374000549316406,40.56119918823242,40.33449935913086,40.39400100708008,40.39400100708008,21984000
2017-01-17 00:00:00-05:00,40.354000091552734,40.356998443603516,40.01850128173828,40.230499267578125,40.230499267578125,27242000
2017-01-18 00:00:00-05:00,40.29050064086914,40.31024932861328,40.04949951171875,40.30350112915039,40.30350112915039,25888000
2017-01-19 00:00:00-05:00,40.25600051879883,40.4739990234375,40.09000015258789,40.10874938964844,40.10874938964844,18386000
2017-01-20 00:00:00-05:00,40.34550094604492,40.34550094604492,40.08449935913086,40.250999450683594,40.250999450683594,33400000
2017-01-23 00:00:00-05:00,40.36249923706055,41.04349899291992,40.1870002746582,40.96549987792969,40.96549987792969,39272000
2017-01-24 00:00:00-05:00,41.1150016784668,41.29499816894531,40.891048431396484,41.19350051879883,41.19350051879883,29480000
2017-01-25 00:00:00-05:00,41.48099899291992,41.78850173950195,41.25299835205078,41.78350067138672,41.78350067138672,29890000
2017-01-26 00:00:00-05:00,41.890499114990234,41.900001525878906,41.35049819946289,41.60749816894531,41.60749816894531,59478000
2017-01-27 00:00:00-05:00,41.73550033569336,42.09749984741211,41.02199935913086,41.16550064086914,41.16550064086914,59316000
2017-01-30 00:00:00-05:00,40.733001708984375,40.79199981689453,39.9900016784668,40.11600112915039,40.11600112915039,64932000
2017-01-31 00:00:00-05:00,39.84299850463867,40.0625,39.5260009765625,39.839500427246094,39.839500427246094,43212000
2017-02-01 00:00:00-05:00,39.98400115966797,40.05950164794922,39.55950164794922,39.784751892089844,39.784751892089844,40594000
2017-02-02 00:00:00-05:00,39.689998626708984,40.1349983215332,39.599998474121094,39.92649841308594,39.92649841308594,30642000
2017-02-03 00:00:00-05:00,40.14950180053711,40.29999923706055,40.01850128173828,40.074501037597656,40.074501037597656,29268000
2017-02-06 00:00:00-05:00,39.98500061035156,40.083499908447266,39.76250076293945,40.06700134277344,40.06700134277344,23690000
2017-02-07 00:00:00-05:00,40.199501037597656,40.525001525878906,40.0890007019043,40.3484992980957,40.3484992980957,24824000
2017-02-08 00:00:00-05:00,40.349998474121094,40.59199905395508,40.15950012207031,40.41899871826172,40.41899871826172,23106000
2017-02-09 00:00:00-05:00,40.47549819946289,40.53300094604492,40.22700119018555,40.47800064086914,40.47800064086914,19794000
2017-02-10 00:00:00-05:00,40.584999084472656,40.76250076293945,40.48899841308594,40.68349838256836,40.68349838256836,22700000
2017-02-13 00:00:00-05:00,40.79999923706055,41.047950744628906,40.77450180053711,40.96200180053711,40.96200180053711,24266000
2017-02-14 00:00:00-05:00,40.95000076293945,41.150001525878906,40.79999923706055,41.022499084472656,41.022499084472656,21094000
2017-02-15 00:00:00-05:00,40.96799850463867,41.150001525878906,40.923500061035156,40.94900131225586,40.94900131225586,26272000
2017-02-16 00:00:00-05:00,40.996498107910156,41.220001220703125,40.94900131225586,41.20800018310547,41.20800018310547,25752000
2017-02-17 00:00:00-05:00,41.1510009765625,41.403499603271484,41.08274841308594,41.403499603271484,41.403499603271484,32220000
2017-02-21 00:00:00-05:00,41.43299865722656,41.67250061035156,41.41749954223633,41.58300018310547,41.58300018310547,25246000
2017-02-22 00:00:00-05:00,41.43299865722656,41.662498474121094,41.43199920654297,41.53799819946289,41.53799819946289,19658000
2017-02-23 00:00:00-05:00,41.50600051879883,41.62300109863281,41.14400100708008,41.56650161743164,41.56650161743164,29456000
2017-02-24 00:00:00-05:00,41.38650131225586,41.45000076293945,41.209999084472656,41.43199920654297,41.43199920654297,27844000
2017-02-27 00:00:00-05:00,41.227500915527344,41.525001525878906,41.20000076293945,41.4640007019043,41.4640007019043,22030000
2017-02-28 00:00:00-05:00,41.28049850463867,41.426998138427734,41.0099983215332,41.160499572753906,41.160499572753906,45216000
2017-03-01 00:00:00-05:00,41.442501068115234,41.81275177001953,41.362998962402344,41.762001037597656,41.762001037597656,29930000
2017-03-02 00:00:00-05:00,41.692501068115234,41.72549819946289,41.481998443603516,41.53150177001953,41.53150177001953,18850000
2017-03-03 00:00:00-05:00,41.52799987792969,41.56800079345703,41.28755187988281,41.45399856567383,41.45399856567383,17928000
2017-03-06 00:00:00-05:00,41.34749984741211,41.444000244140625,41.119998931884766,41.388999938964844,41.388999938964844,22180000
2017-03-07 00:00:00-05:00,41.369998931884766,41.670501708984375,41.32600021362305,41.59550094604492,41.59550094604492,20752000
2017-03-08 00:00:00-05:00,41.675498962402344,41.907501220703125,41.589500427246094,41.76850128173828,41.76850128173828,19796000
2017-03-09 00:00:00-05:00,41.79999923706055,42.099998474121094,41.71049880981445,41.933998107910156,41.933998107910156,25230000
2017-03-10 00:00:00-05:00,42.16400146484375,42.24549865722656,41.974998474121094,42.162498474121094,42.162498474121094,34080000
