Bought_On,Sold_On,Profit
2018-02-28 00:00:00-05:00,2018-05-10 00:00:00-04:00,0.04730565238305173
2018-05-17 00:00:00-04:00,2019-01-24 00:00:00-05:00,-0.1802659542002576
2019-01-25 00:00:00-05:00,2019-02-11 00:00:00-05:00,0.10014154715763834
2019-02-12 00:00:00-05:00,2019-06-12 00:00:00-04:00,0.1402115813576894
2019-06-24 00:00:00-04:00,2019-08-22 00:00:00-04:00,0.07378870580578734
2019-08-27 00:00:00-04:00,2019-12-23 00:00:00-05:00,0.3496103047991923
